label,statement,named_entities,tagged_statement
0,"Social media posts stated: ""Remember Kamala telling Joe during the debate, 'You will do whatever the Chinese tell you! They gave your son over a billion dollars.'","[('Kamala', 'PERSON'), ('Joe', 'PERSON'), ('Chinese', 'NORP'), ('a billion dollars', 'MONEY')]","Social media posts stated: ""Remember [PERSON]Kamala[/PERSON] telling [PERSON]Joe[/PERSON] during the debate, 'You will do whatever the [NORP]Chinese[/NORP] tell you! They gave your son over [MONEY]a billion dollars[/MONEY].'"
1,"If you look at California, if you look at people of color in general, African-Americans, Latinos, Asian-Americans, we won that big time. Big time. Not even close.","[('California', 'GPE'), ('African-Americans', 'NORP'), ('Latinos', 'PERSON'), ('Asian', 'NORP')]","If you look at [GPE]California[/GPE], if you look at people of color in general, [NORP]African-Americans[/NORP], [PERSON]Latinos[/PERSON], [NORP]Asian[/NORP]-Americans, we won that big time. Big time. Not even close."
0,Three mass shootings were meant to distract from Hillary Clinton controversies.,"[('Three', 'CARDINAL'), ('Hillary Clinton', 'PERSON')]",[CARDINAL]Three[/CARDINAL] mass shootings were meant to distract from [PERSON]Hillary Clinton[/PERSON] controversies.
0,Pennsylvania and Michigan didn't allow our poll watchers and/or vote observers to watch or observe.,"[('Pennsylvania', 'GPE'), ('Michigan', 'GPE')]",[GPE]Pennsylvania[/GPE] and [GPE]Michigan[/GPE] didn't allow our poll watchers and/or vote observers to watch or observe.
0,Popeyes manager arrested for allegedly dipping chicken in cocaine based flour to increase business sales.,[],Popeyes manager arrested for allegedly dipping chicken in cocaine based flour to increase business sales.
1,"Barack Obama accepted $200,000 from executives and employees of oil companies.","[('Barack Obama', 'PERSON'), ('200,000', 'MONEY')]","[PERSON]Barack Obama[/PERSON] accepted $[MONEY]200,000[/MONEY] from executives and employees of oil companies."
1,All the ponds in Missouri for which we have data are causing groundwater contamination. … This is a statewide issue.,"[('Missouri', 'GPE')]",All the ponds in [GPE]Missouri[/GPE] for which we have data are causing groundwater contamination. … This is a statewide issue.
0,"You don't have to be as smart as a fifth-grader to know what causes the climate is the sun. The sun.  I have people tell me, 'Carbon dioxide warms the Earth.'  No, it doesn't.  The sun warms the Earth.","[('fifth', 'ORDINAL'), ('Earth', 'LOC'), ('Earth', 'LOC')]","You don't have to be as smart as a [ORDINAL]fifth[/ORDINAL]-grader to know what causes the climate is the sun. The sun.  I have people tell me, 'Carbon dioxide warms the [LOC]Earth[/LOC].'  No, it doesn't.  The sun warms the [LOC]Earth[/LOC]."
0,"Everybody acts like President Trump is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President Barack Obama ordered wiretapping on Trump.","[('Trump', 'PERSON'), ('Barack Obama', 'PERSON'), ('Trump', 'ORG')]","Everybody acts like President [PERSON]Trump[/PERSON] is the one that came up with this idea. ... There are multiple news outlets that have reported"" former President [PERSON]Barack Obama[/PERSON] ordered wiretapping on [ORG]Trump[/ORG]."
0,People are starting to enter ERs with fungal lung infections from wearing masks!!,[],People are starting to enter ERs with fungal lung infections from wearing masks!!
0,The tax burden on Virginia families was lower under Tim Kaine than under George Allen.,"[('Virginia', 'GPE'), ('Tim Kaine', 'PERSON'), ('George Allen', 'PERSON')]",The tax burden on [GPE]Virginia[/GPE] families was lower under [PERSON]Tim Kaine[/PERSON] than under [PERSON]George Allen[/PERSON].
0,"Since Rep. John Boccieri's election, ""Ohio has lost 600,000 jobs"" and his district's ""unemployment has doubled.","[('John Boccieri', 'PERSON'), ('Ohio', 'GPE'), ('600,000', 'CARDINAL')]","Since Rep. [PERSON]John Boccieri[/PERSON]'s election, ""[GPE]Ohio[/GPE] has lost [CARDINAL]600,000[/CARDINAL] jobs"" and his district's ""unemployment has doubled."
0,"I have not called for impeachment"" of President Donald Trump.","[('Donald Trump', 'PERSON')]","I have not called for impeachment"" of President [PERSON]Donald Trump[/PERSON]."
1,"The Redskins Training Camp deal ""generated $40 million in new private investment in the city.","[('$40 million', 'MONEY')]","The Redskins Training Camp deal ""generated [MONEY]$40 million[/MONEY] in new private investment in the city."
1,There are fewer people crossing (the southwest) border than in the last 30 years.,"[('the last 30 years', 'DATE')]",There are fewer people crossing (the southwest) border than in [DATE]the last 30 years[/DATE].
0,"Former President Barack Obama ""removed 500,000 pedophiles from background check database.","[('Barack Obama', 'PERSON'), ('500,000', 'CARDINAL')]","Former President [PERSON]Barack Obama[/PERSON] ""removed [CARDINAL]500,000[/CARDINAL] pedophiles from background check database."
1,"Says Rep. Steve Stockman ""basically wants gun-filled zones in schools.","[('Steve Stockman', 'PERSON')]","Says Rep. [PERSON]Steve Stockman[/PERSON] ""basically wants gun-filled zones in schools."
0,Anne Heche was murdered by the illuminati because she was working on a movie about Jeffrey Epstein.,"[('Anne Heche', 'PERSON'), ('Jeffrey Epstein', 'PERSON')]",[PERSON]Anne Heche[/PERSON] was murdered by the illuminati because she was working on a movie about [PERSON]Jeffrey Epstein[/PERSON].
0,"Says that in 1770 ""British parliament banned lipstick, saying it had the power to seduce men into marriage, which was classified as witchcraft.","[('1770', 'DATE'), ('British', 'NORP')]","Says that in [DATE]1770[/DATE] ""[NORP]British[/NORP] parliament banned lipstick, saying it had the power to seduce men into marriage, which was classified as witchcraft."
1,Here are the facts: there is no massive wave of migrants pouring into California. Overall immigrant apprehensions on the border last year were as low as they've been in nearly 50 years (and 85 percent of the apprehensions occurred outside of California).,"[('California', 'GPE'), ('last year', 'DATE'), ('nearly 50 years', 'DATE'), ('85 percent', 'PERCENT'), ('California', 'GPE')]",Here are the facts: there is no massive wave of migrants pouring into [GPE]California[/GPE]. Overall immigrant apprehensions on the border [DATE]last year[/DATE] were as low as they've been in [DATE]nearly 50 years[/DATE] (and [PERCENT]85 percent[/PERCENT] of the apprehensions occurred outside of [GPE]California[/GPE]).
0,"The World Health Assembly was canceled ""after the Geneva airport was coincidentally blown up.","[('The World Health Assembly', 'ORG'), ('Geneva', 'GPE')]","[ORG]The World Health Assembly[/ORG] was canceled ""after the [GPE]Geneva[/GPE] airport was coincidentally blown up."
0,"When I came into office, the prior administration had contracted for not nearly enough vaccine to cover adults in America.","[('America', 'GPE')]","When I came into office, the prior administration had contracted for not nearly enough vaccine to cover adults in [GPE]America[/GPE]."
0,Says some Austin school district classrooms lack electrical outlets.,"[('Austin', 'GPE')]",Says some [GPE]Austin[/GPE] school district classrooms lack electrical outlets.
1,One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).,"[('One', 'CARDINAL'), ('75 percent', 'PERCENT'), ('American', 'NORP')]",[CARDINAL]One[/CARDINAL] of the most recent polls said [PERCENT]75 percent[/PERCENT] of the [NORP]American[/NORP] people have said either don't do anything or start over (on health care reform).
0,"Says Susana Mendoza is a supporter of the death penalty who could administer it herself and ""'...sleep like a baby at night…'","[('Susana Mendoza', 'PERSON'), ('night', 'TIME')]","Says [PERSON]Susana Mendoza[/PERSON] is a supporter of the death penalty who could administer it herself and ""'...sleep like a baby at [TIME]night[/TIME]…'"
0,"The World Economic Forum ""wants to slaughter millions of pet cats and dogs to fight climate change.","[('The World Economic Forum', 'ORG'), ('millions', 'CARDINAL')]","[ORG]The World Economic Forum[/ORG] ""wants to slaughter [CARDINAL]millions[/CARDINAL] of pet cats and dogs to fight climate change."
0,Images of Plymouth Rock prove sea levels are not rising.,"[('Plymouth Rock', 'GPE')]",Images of [GPE]Plymouth Rock[/GPE] prove sea levels are not rising.
0,Three naked women in photo are campaigning for the Democrats.,"[('Three', 'CARDINAL'), ('Democrats', 'NORP')]",[CARDINAL]Three[/CARDINAL] naked women in photo are campaigning for the [NORP]Democrats[/NORP].
1,"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't.","[('Hillary Clinton', 'PERSON'), ('Donald Trump', 'PERSON')]","Says [PERSON]Hillary Clinton[/PERSON] and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""[PERSON]Donald Trump[/PERSON] doesn't."
0,"Photo shows the place where ""the Atlantic Ocean and the Pacific Ocean face each other without mixing.","[('the Atlantic Ocean', 'LOC'), ('the Pacific Ocean', 'LOC')]","Photo shows the place where ""[LOC]the Atlantic Ocean[/LOC] and [LOC]the Pacific Ocean[/LOC] face each other without mixing."
1,"The GOP platform that seeks further limits on abortion and is silent on an exception for rape ""has been there for more than 30 years.","[('GOP', 'ORG'), ('more than 30 years', 'DATE')]","The [ORG]GOP[/ORG] platform that seeks further limits on abortion and is silent on an exception for rape ""has been there for [DATE]more than 30 years[/DATE]."
0,"Brain aneurysms are a ""serious and common COVID-19 mRNA vaccine injury in young people.","[('Brain', 'ORG'), ('COVID-19 mRNA', 'PERSON')]","[ORG]Brain[/ORG] aneurysms are a ""serious and common [PERSON]COVID-19 mRNA[/PERSON] vaccine injury in young people."
0,Of course you've got a low unemployment rate when people've got to work two and three jobs just to make ends meet.,"[('two', 'CARDINAL'), ('three', 'CARDINAL')]",Of course you've got a low unemployment rate when people've got to work [CARDINAL]two[/CARDINAL] and [CARDINAL]three[/CARDINAL] jobs just to make ends meet.
0,"Says Herman Cain died of cancer, not COVID-19.","[('Herman Cain', 'PERSON'), ('COVID-19', 'PERSON')]","Says [PERSON]Herman Cain[/PERSON] died of cancer, not [PERSON]COVID-19[/PERSON]."
1,"My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.","[('two', 'CARDINAL'), ('the Florida Supreme Court', 'ORG'), ('Raul Cantero', 'PERSON'), ('Kenneth Bell', 'PERSON')]","My [CARDINAL]two[/CARDINAL] appointments to [ORG]the Florida Supreme Court[/ORG], [PERSON]Raul Cantero[/PERSON] and [PERSON]Kenneth Bell[/PERSON], have earned reputations as its most consistent conservatives."
0,"U.S. Sen. Lindsey Graham says South Carolina ""has a labor shortage and wants more immigration.","[('U.S.', 'GPE'), ('Lindsey Graham', 'PERSON'), ('South Carolina', 'GPE')]","[GPE]U.S.[/GPE] Sen. [PERSON]Lindsey Graham[/PERSON] says [GPE]South Carolina[/GPE] ""has a labor shortage and wants more immigration."
0,"Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps.","[('57 percent', 'PERCENT'), ('just 1 percent', 'PERCENT')]","Says [PERCENT]57 percent[/PERCENT] of federal spending goes to the military and [PERCENT]just 1 percent[/PERCENT] goes to food and agriculture, including food stamps."
0,Video shows a crowd erupting and Hillary Clinton crying during a committee hearing.,"[('Hillary Clinton', 'PERSON')]",Video shows a crowd erupting and [PERSON]Hillary Clinton[/PERSON] crying during a committee hearing.
0,"Said former U.S. Ambassador to Kenya Scott Gration ""was forced to resign two years ago because of his personal use of emails.","[('U.S.', 'GPE'), ('Kenya Scott Gration', 'ORG'), ('two years ago', 'DATE')]","Said former [GPE]U.S.[/GPE] Ambassador to [ORG]Kenya Scott Gration[/ORG] ""was forced to resign [DATE]two years ago[/DATE] because of his personal use of emails."
1,"Cory Booker and all these people couldn't get any of the things that (Michael) Bloomberg's getting now"" with respect to DNC debate rules.","[('Cory Booker', 'PERSON'), ('Michael', 'PERSON'), ('Bloomberg', 'PERSON'), ('DNC', 'ORG')]","[PERSON]Cory Booker[/PERSON] and all these people couldn't get any of the things that ([PERSON]Michael[/PERSON]) [PERSON]Bloomberg[/PERSON]'s getting now"" with respect to [ORG]DNC[/ORG] debate rules."
0,"Says Ohio congressional candidate Danny O'Connor ""would make Columbus a sanctuary city for illegal immigrants.","[('Ohio', 'GPE'), (""Danny O'Connor"", 'PERSON'), ('Columbus', 'GPE')]","Says [GPE]Ohio[/GPE] congressional candidate [PERSON]Danny O'Connor[/PERSON] ""would make [GPE]Columbus[/GPE] a sanctuary city for illegal immigrants."
0,Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.,"[('Obama', 'PERSON')]",[PERSON]Obama[/PERSON] admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.
1,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong.","[('Harvard', 'ORG'), ('Elena Kagan', 'PERSON'), ('the Supreme Court', 'ORG')]","On military recruiters at [ORG]Harvard[/ORG], [PERSON]Elena Kagan[/PERSON] ""took a position and [ORG]the Supreme Court[/ORG] ruled unanimously that she was wrong."
1,"(Since 1990) ""every continent has seen substantial gains, with individual incomes growing by more than a third in every region of the developing world.","[('1990', 'DATE'), ('more than a third', 'CARDINAL')]","(Since [DATE]1990[/DATE]) ""every continent has seen substantial gains, with individual incomes growing by [CARDINAL]more than a third[/CARDINAL] in every region of the developing world."
0,"Aluminum ""is in the vaccine"" and will hurt the brain.",[],"Aluminum ""is in the vaccine"" and will hurt the brain."
0,Voucher schools have increased property taxes by $1 billion since 2011,"[('$1 billion', 'MONEY'), ('2011', 'DATE')]",Voucher schools have increased property taxes by [MONEY]$1 billion[/MONEY] since [DATE]2011[/DATE]
